Address,Bathrooms,Category,District,Externalreference,Floor,Floor_int,Has_Lift,Has_Parking,Id,Inputs,Is_Ext,Is_New,Keeps,Latitude,Longitude,Municipality,Neighborhood,Operation,Outputs,Price,Price_Diff,Price_Diff_pc,Price_Distr,Price_Down,Price_Keep,Price_Neighb,Price_Old,Price_Up,Price_m2,Price_m2_Distr,Price_m2_Distr_Diff_pc,Price_m2_Neighb,Price_m2_Neighb_Diff_pc,Province,Rooms,Size,Size_Interval,Status,Sub_Type,Subtitle,Title,Total,Type,Url,Fecha
Calle Terriente,1.00,Fl45Ex1b,Villaverde,357,2,alt,False,False,92450093,1,True,False,0,40.3469471,-3.7101907,Madrid,San Andres,sale,0,77000.00,0,0.00,88750.00,0,1,89950.00,0.00,0,1638.00,1428.00,14.70,1458.00,12.30,Madrid,2.00,47.00,"(40, 50]",good,flat,"San Andres, Madrid",Piso en Calle Terriente,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92450093/"", ""https://www.idealista.com/inmueble/92450093/"")",2021-01-18
Calle del Cerro Blanco,1.00,Fl45In1b,Usera,RP83202178889,0,alt,False,False,92410155,1,False,False,0,40.3809062,-3.7155403,Madrid,Zofio,sale,0,79000.00,0,0.00,90000.00,0,1,82000.00,0.00,0,1681.00,1768.00,-4.90,1605.00,4.70,Madrid,2.00,47.00,"(40, 50]",good,flat,"Zofio, Madrid",Piso en Calle del Cerro Blanco,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92410155/"", ""https://www.idealista.com/inmueble/92410155/"")",2021-01-18
Calle de Arrozal,1.00,Fl45Ex1bBj,San Blas,109620,bj,bj,False,False,87921041,0,True,False,1,40.4272297,-3.6194908999999997,Madrid,Amposta,sale,0,94000.00,0,0.00,95000.00,0,1,90000.00,94000.00,0,2000.00,1827.00,9.50,1800.00,11.10,Madrid,2.00,47.00,"(40, 50]",good,flat,"Amposta, Madrid",Piso en Calle de Arrozal,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/87921041/"", ""https://www.idealista.com/inmueble/87921041/"")",2021-01-18
Calle Francisco Requena,1.00,Fl25Ex1bBj,Ciudad Lineal,38024,bj,bj,False,False,92101531,0,True,False,1,40.4278257,-3.6549894,Madrid,Ventas,sale,0,99000.00,0,0.00,99000.00,0,1,86500.00,99000.00,0,3300.00,2824.00,16.90,2883.50,14.40,Madrid,0.00,30.00,"(20, 30]",good,studio,"Ventas, Madrid",Estudio en Calle Francisco Requena,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92101531/"", ""https://www.idealista.com/inmueble/92101531/"")",2021-01-18
Calle Sanz Raso,1.00,Fl75Ex1b,Puente de Vallecas,0201215068,1,alt,False,False,92287742,0,True,False,1,40.3933488,-3.6635565,Madrid,Numancia,sale,0,95000.00,0,0.00,90000.00,0,1,92500.00,95000.00,0,1234.00,1659.00,-25.60,1682.50,-26.70,Madrid,3.00,77.00,"(70, 80]",good,flat,"Numancia, Madrid",Piso en Calle Sanz Raso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92287742/"", ""https://www.idealista.com/inmueble/92287742/"")",2021-01-18
Calle de los Peñascales,1.00,Fl25Ex1bLf,Barrio de Salamanca,0201215046,2,alt,True,False,92181696,0,True,False,1,40.4257594,-3.6647655,Madrid,Fuente del Berro,sale,0,95000.00,0,0.00,95000.00,0,1,95000.00,95000.00,0,4318.00,4318.00,0.00,4318.00,0.00,Madrid,0.00,22.00,"(20, 30]",good,studio,"Fuente del Berro, Madrid",Estudio en Calle de los Peñascales,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92181696/"", ""https://www.idealista.com/inmueble/92181696/"")",2021-01-18
Calle Algaba,1.00,Fl65In1b,Carabanchel,0201215060,1,alt,False,False,92227080,0,False,False,1,40.3930991,-3.7361876,Madrid,San Isidro,sale,0,90000.00,0,0.00,95000.00,0,1,90000.00,90000.00,0,1304.00,1778.00,-26.70,2052.50,-36.50,Madrid,3.00,69.00,"(60, 70]",good,flat,"San Isidro, Madrid",Piso en Calle Algaba,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92227080/"", ""https://www.idealista.com/inmueble/92227080/"")",2021-01-18
barrio Palomeras sureste,1.00,Fl55Ex1b,Puente de Vallecas,115046,2,alt,False,False,92013018,0,True,False,1,40.3848393,-3.6376461,Madrid,Palomeras sureste,sale,0,92500.00,0,0.00,90000.00,0,1,75000.00,92500.00,0,1652.00,1659.00,-0.40,1919.00,-13.90,Madrid,2.00,56.00,"(50, 60]",good,flat,"Palomeras sureste, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92013018/"", ""https://www.idealista.com/inmueble/92013018/"")",2021-01-18
barrio Los Rosales,1.00,Fl45In1b,Villaverde,RP237202068604,1,alt,False,False,88988053,0,False,False,1,40.3543991,-3.6843328,Madrid,Los Rosales,sale,0,80000.00,0,0.00,88750.00,0,1,90750.00,80000.00,0,1667.00,1428.00,16.70,1565.50,6.50,Madrid,2.00,48.00,"(40, 50]",good,flat,"Los Rosales, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88988053/"", ""https://www.idealista.com/inmueble/88988053/"")",2021-01-18
Calle del Teniente Compaired,1.00,Fl55Ex1b,Usera,BFU-V966,3,alt,False,False,90854892,0,True,False,1,40.3833238,-3.7092291,Madrid,Pradolongo,sale,0,98000.00,0,0.00,90000.00,0,1,97000.00,98000.00,0,1690.00,1768.00,-4.40,2173.50,-22.20,Madrid,2.00,58.00,"(50, 60]",good,flat,"Pradolongo, Madrid",Piso en Calle del Teniente Compaired,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90854892/"", ""https://www.idealista.com/inmueble/90854892/"")",2021-01-18
Calle Matillas,1.00,Fl55Ex1b,Villa de Vallecas,RP20201951080,0,alt,False,False,83814796,0,True,False,1,40.3701548,-3.6229901,Madrid,Casco Historico de Vallecas,sale,0,99000.00,0,0.00,97000.00,0,1,97500.00,99000.00,0,1650.00,1850.00,-10.80,1881.50,-12.30,Madrid,0.00,60.00,"(50, 60]",good,studio,"Casco Historico de Vallecas, Madrid",Estudio en Calle Matillas,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/83814796/"", ""https://www.idealista.com/inmueble/83814796/"")",2021-01-18
Calle Moncada,1.00,Fl65Ex1bLf,Villaverde,RP237202072427,2,alt,True,False,90576639,0,True,False,1,40.338929,-3.6906793,Madrid,San Cristobal,sale,0,97500.00,0,0.00,88750.00,0,1,84900.00,97500.00,0,1413.00,1428.00,-1.10,1286.00,9.90,Madrid,3.00,69.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Calle Moncada,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90576639/"", ""https://www.idealista.com/inmueble/90576639/"")",2021-01-18
Calle Leonor Gongora,1.00,Fl55Ex1b,Villaverde,RP237202073797,1,alt,False,False,90900484,0,True,False,1,40.3502441,-3.6891491,Madrid,Los Rosales,sale,0,96000.00,0,0.00,88750.00,0,1,90750.00,96000.00,0,1846.00,1428.00,29.30,1565.50,17.90,Madrid,2.00,52.00,"(50, 60]",good,flat,"Los Rosales, Madrid",Piso en Calle Leonor Gongora,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90900484/"", ""https://www.idealista.com/inmueble/90900484/"")",2021-01-18
Calle de Saturnino Tejera,1.00,Fl55In1b,Carabanchel,RP137202067788,4,alt,False,False,88773564,0,False,False,1,40.3857122,-3.7431628,Madrid,Vista Alegre,sale,0,99000.00,0,0.00,95000.00,0,1,95000.00,99000.00,0,1678.00,1778.00,-5.60,1678.00,0.00,Madrid,2.00,59.00,"(50, 60]",good,flat,"Vista Alegre, Madrid",Piso en Calle de Saturnino Tejera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88773564/"", ""https://www.idealista.com/inmueble/88773564/"")",2021-01-18
Calle Burjasot,1.00,Fl65Ex1bLf,Villaverde,RP237202066056,1,alt,True,False,88248638,0,True,False,1,40.3449488,-3.6890552999999997,Madrid,San Cristobal,sale,0,90000.00,0,0.00,88750.00,0,1,84900.00,90000.00,0,1286.00,1428.00,-9.90,1286.00,0.00,Madrid,2.00,70.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Calle Burjasot,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88248638/"", ""https://www.idealista.com/inmueble/88248638/"")",2021-01-18
Calle de Isabelita Usera,1.00,Fl35In1bBj,Usera,MV00054,bj,bj,False,False,92459758,1,False,False,0,40.3786529,-3.705513,Madrid,Pradolongo,sale,0,96000.00,0,0.00,90000.00,0,1,97000.00,0.00,0,2462.00,1768.00,39.30,2173.50,13.30,Madrid,0.00,39.00,"(30, 40]",good,studio,"Pradolongo, Madrid",Estudio en Calle de Isabelita Usera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92459758/"", ""https://www.idealista.com/inmueble/92459758/"")",2021-01-18
barrio Ventilla-Almenara,1.00,Fl45Ex1bLfBj,Tetuan,1839leop,bj,bj,True,False,92442734,1,True,False,0,40.4719638,-3.6947485,Madrid,Ventilla-Almenara,sale,0,99900.00,0,0.00,91200.00,0,1,99900.00,0.00,0,2379.00,3030.00,-21.50,2379.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"Ventilla-Almenara, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92442734/"", ""https://www.idealista.com/inmueble/92442734/"")",2021-01-18
barrio Ventilla-Almenara,1.00,Fl45Ex1bLfBj,Tetuan,1839san,bj,bj,True,False,92442598,1,True,False,0,40.4691571,-3.6932125,Madrid,Ventilla-Almenara,sale,0,99900.00,0,0.00,91200.00,0,1,99900.00,0.00,0,2379.00,3030.00,-21.50,2379.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"Ventilla-Almenara, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92442598/"", ""https://www.idealista.com/inmueble/92442598/"")",2021-01-18
