Titulo,Segmento,Etiqueta,Periodo,Anyo,Valor,Unidad,Escala,Importe de hipotecas,Numero de hipotecas,Importe Medio
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2009,747,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2009,507,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2009,512,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2009,707,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2009,245,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2009,534,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2009,572,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2009,450,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2009,416,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2009,547,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2009,427,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2009,348,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2008,251,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2008,251,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2008,287,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2008,465,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2008,366,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2008,564,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2008,662,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2008,352,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2008,654,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2008,752,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2008,411,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2008,291,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M12,2007,270,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M11,2007,569,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M10,2007,562,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M09,2007,353,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M08,2007,267,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M07,2007,482,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M06,2007,492,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M05,2007,485,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M04,2007,791,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M03,2007,606,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M02,2007,552,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda protegida,M01,2007,423,Vivienda,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2020,5504,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2020,5077,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2020,3059,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2020,3833,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2020,5101,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2020,4979,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2020,3995,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2020,4417,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2020,6600,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2020,8160,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2019,7063,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2019,5766,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2019,5110,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2019,4730,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2019,3256,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2019,5313,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2019,4941,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2019,5806,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2019,5514,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2019,6260,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2019,6270,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2019,10552,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2018,3969,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2018,5705,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2018,5884,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2018,6798,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2018,5140,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2018,5526,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2018,6226,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2018,5281,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2018,5996,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2018,4808,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2018,5657,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2018,5116,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2017,3726,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2017,4668,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2017,5136,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2017,5698,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2017,4391,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2017,4481,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2017,5699,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2017,5016,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2017,3706,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2017,4784,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2017,4585,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2017,5099,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2016,3610,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2016,4657,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2016,3938,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2016,5288,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2016,3128,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2016,2926,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2016,4110,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2016,4401,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2016,3705,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2016,4065,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2016,4641,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2016,4102,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2015,3004,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2015,2845,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2015,3039,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2015,4924,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2015,3372,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2015,3522,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2015,4426,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2015,3470,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2015,3292,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2015,4038,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2015,4226,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2015,3236,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2014,2883,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2014,2690,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2014,3137,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2014,4051,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2014,2534,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2014,3155,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2014,3280,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2014,2689,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2014,2323,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2014,2738,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2014,3378,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2014,2586,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2013,1912,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2013,2383,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2013,2573,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2013,2491,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2013,2090,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2013,2182,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2013,2499,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2013,2980,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2013,2692,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2013,2296,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2013,3962,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2013,3783,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2012,2729,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2012,3278,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2012,2545,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2012,3472,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2012,2946,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2012,3029,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2012,3725,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2012,3351,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2012,3134,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2012,3293,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2012,3776,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2012,3724,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2011,3878,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2011,4170,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2011,2742,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2011,5149,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2011,3483,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2011,4457,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2011,4324,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2011,5238,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2011,3584,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2011,5927,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2011,7666,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2011,6137,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2010,5313,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2010,5263,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2010,5763,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2010,8128,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2010,6946,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2010,7074,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2010,8286,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2010,8613,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2010,7299,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2010,7399,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2010,7927,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2010,7077,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2009,6378,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2009,7071,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2009,6848,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2009,8586,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2009,6075,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2009,6994,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2009,7493,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2009,7542,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2009,6642,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2009,5764,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2009,6085,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2009,6031,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2008,6021,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2008,5241,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2008,7755,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2008,8911,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2008,7803,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2008,10606,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2008,8258,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2008,9167,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2008,10532,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2008,8954,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2008,9269,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2008,9241,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2007,6917,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2007,9699,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2007,9750,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2007,13230,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2007,10110,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2007,12091,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2007,12089,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2007,12833,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2007,10843,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2007,13575,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2007,12398,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2007,13809,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2006,9763,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2006,11367,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2006,13459,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2006,13714,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2006,11018,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2006,12297,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2006,15422,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2006,15482,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2006,12439,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2006,14795,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2006,15453,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2006,14355,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2005,12942,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2005,13817,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2005,13396,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2005,16099,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2005,10372,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2005,11455,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2005,15727,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2005,14306,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2005,14708,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2005,13348,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2005,14088,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2005,13826,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2004,10166,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2004,11648,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2004,11410,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2004,14233,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2004,10701,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2004,13407,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2004,13303,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2004,14249,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2004,12440,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2004,14537,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2004,13865,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2004,13707,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M12,2003,9582,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M11,2003,11668,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M10,2003,12641,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M09,2003,12854,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M08,2003,8621,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M07,2003,11493,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M06,2003,13145,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M05,2003,10544,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M04,2003,9797,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M03,2003,10143,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M02,2003,11403,Hipotecas,Unidad,0,0,0
Hipotecas,Numero de hipotecas,,M01,2003,11079,Hipotecas,Unidad,0,0,0
Hipotecas,Importe de hipotecas,,M10,2020,1095079,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2020,1000588,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2020,633116,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2020,733706,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2020,1011035,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2020,886625,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2020,700684,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2020,774683,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2020,1153141,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2020,1231756,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2019,1204012,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2019,1032582,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2019,924024,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2019,951643,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2019,612507,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2019,944067,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2019,862432,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2019,991870,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2019,1039009,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2019,1099386,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2019,983258,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2019,1381857,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2018,707396,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2018,1077290,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2018,1068579,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2018,1280294,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2018,895088,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2018,940384,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2018,1127463,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2018,901030,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2018,1007416,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2018,798626,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2018,923797,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2018,909623,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2017,595529,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2017,845987,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2017,866656,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2017,951658,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2017,679264,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2017,759066,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2017,973417,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2017,747066,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2017,587810,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2017,776497,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2017,737819,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2017,770835,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2016,578555,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M11,2016,719553,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M10,2016,613707,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M09,2016,782218,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M08,2016,515247,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M07,2016,485725,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M06,2016,615483,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M05,2016,637564,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M04,2016,571226,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M03,2016,604376,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M02,2016,687423,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M01,2016,587666,Euros,Miles,0,0,0
Hipotecas,Importe de hipotecas,,M12,2015,440924,Euros,Miles,0,0,0
