Titulo,Segmento,Etiqueta,Periodo,Anyo,Valor,Unidad,Escala,Importe de hipotecas,Numero de hipotecas,Importe Medio
Compraventa,Estado de la vivienda,Vivienda nueva,M04,2013,1106,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M03,2013,1724,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M02,2013,2954,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M01,2013,2168,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M12,2012,1283,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M11,2012,1469,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M10,2012,1223,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M09,2012,1765,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M08,2012,1597,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M07,2012,1452,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M06,2012,1469,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M05,2012,1345,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M04,2012,1086,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M03,2012,1615,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M02,2012,2182,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M01,2012,2559,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M12,2011,1697,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M11,2011,1493,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M10,2011,1492,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M09,2011,1626,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M08,2011,1671,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M07,2011,2014,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M06,2011,2282,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M05,2011,2241,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M04,2011,1470,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M03,2011,2329,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M02,2011,3523,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M01,2011,2480,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M12,2010,2364,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M11,2010,1643,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M10,2010,1511,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M09,2010,2795,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M08,2010,2769,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M07,2010,2838,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M06,2010,2115,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M05,2010,2353,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M04,2010,1989,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M03,2010,2576,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M02,2010,3665,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M01,2010,2450,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M12,2009,2279,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M11,2009,2512,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M10,2009,2187,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M09,2009,2729,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M08,2009,1845,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M07,2009,2438,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M06,2009,2096,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M05,2009,2024,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M04,2009,1764,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M03,2009,2062,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M02,2009,2397,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M01,2009,2057,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M12,2008,1736,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M11,2008,1681,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M10,2008,2069,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M09,2008,2738,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M08,2008,2145,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M07,2008,2289,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M06,2008,2801,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M05,2008,2237,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M04,2008,2669,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M03,2008,2507,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M02,2008,2347,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M01,2008,2278,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M12,2007,1819,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M11,2007,2539,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M10,2007,2534,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M09,2007,2869,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M08,2007,2166,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M07,2007,2555,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M06,2007,2110,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M05,2007,2400,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M04,2007,2633,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M03,2007,2622,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M02,2007,2716,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda nueva,M01,2007,2514,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2020,3602,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2020,3568,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2020,2677,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2020,2729,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2020,2894,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2020,2971,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2020,2816,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2020,3298,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2020,5058,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2020,4667,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2019,3468,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2019,3976,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2019,4972,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2019,4684,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2019,3917,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2019,5146,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2019,5004,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2019,4961,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2019,4393,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2019,4611,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2019,4828,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2019,5048,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2018,3670,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2018,4760,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2018,4887,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2018,5268,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2018,4864,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2018,5478,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2018,5445,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2018,5138,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2018,5273,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2018,4754,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2018,4861,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2018,5217,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2017,3810,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2017,4502,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2017,4609,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2017,4722,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2017,4634,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2017,4822,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2017,5477,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2017,4859,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2017,3966,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2017,4620,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2017,4229,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2017,4487,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2016,3254,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2016,3737,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2016,3305,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2016,4372,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2016,3955,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2016,3606,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2016,4291,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2016,3816,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2016,3968,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2016,3709,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2016,3832,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2016,3705,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2015,3041,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2015,2848,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2015,2814,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2015,3294,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2015,3422,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2015,3662,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2015,3565,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2015,3168,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2015,3182,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2015,3138,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2015,3569,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2015,3770,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2014,2583,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2014,2188,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2014,2379,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2014,2456,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2014,2058,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2014,2560,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2014,2306,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2014,2175,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2014,2113,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2014,2318,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2014,2039,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2014,2153,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2013,1711,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2013,1591,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2013,1629,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2013,1551,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2013,1663,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2013,2045,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2013,1861,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2013,1911,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2013,1885,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2013,1535,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2013,2470,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2013,2574,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2012,1724,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2012,1805,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2012,1720,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2012,1884,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2012,1739,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2012,1966,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2012,1957,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2012,1814,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2012,1574,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2012,1754,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2012,2090,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2012,1956,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2011,1728,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2011,1572,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2011,1376,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2011,1852,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2011,1709,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2011,1686,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2011,2032,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2011,2116,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2011,1534,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2011,2404,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2011,3585,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2011,3292,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2010,2303,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2010,2183,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2010,1882,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2010,2825,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2010,2927,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2010,3091,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2010,2816,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2010,2839,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2010,2471,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2010,2631,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2010,3223,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2010,2419,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2009,2387,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2009,2285,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2009,2159,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2009,2407,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2009,1887,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2009,2571,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2009,2074,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2009,2047,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2009,1676,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2009,1903,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2009,1928,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2009,2010,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2008,1885,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2008,1967,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2008,1964,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2008,2148,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2008,2192,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2008,2861,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2008,2886,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2008,2721,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2008,3133,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2008,3076,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2008,3377,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2008,3587,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M12,2007,2758,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M11,2007,3519,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M10,2007,3813,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M09,2007,4659,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M08,2007,4424,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M07,2007,4754,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M06,2007,5394,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M05,2007,5278,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M04,2007,4340,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M03,2007,5552,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M02,2007,5498,Vivienda,Unidad,0,0,0
Compraventa,Estado de la vivienda,Vivienda segunda mano,M01,2007,5464,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2020,4595,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2020,4922,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2020,3714,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2020,3618,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2020,3550,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2020,3592,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2020,3438,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2020,4052,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2020,6223,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2020,5734,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2019,4250,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2019,4797,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M10,2019,6156,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M09,2019,5486,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M08,2019,4634,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M07,2019,6206,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M06,2019,5793,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M05,2019,5800,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M04,2019,5305,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M03,2019,5743,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M02,2019,5943,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M01,2019,6051,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M12,2018,4298,Vivienda,Unidad,0,0,0
Compraventa,Regimen de la vivienda,Vivienda libre,M11,2018,5726,Vivienda,Unidad,0,0,0
